Iteration	Cost
162	7.6143651658
163	7.61396092381
164	7.61355803842
165	7.61315650508
166	7.61275631926
167	7.61235747643
168	7.61195997209
169	7.61156380175
170	7.61116896093
171	7.61077544516
172	7.61038325
173	7.60999237102
174	7.6096028038
175	7.60921454394
176	7.60882758705
177	7.60844192875
178	7.6080575647
179	7.60767449055
180	7.60729270196
181	7.60691219463
182	7.60653296426
183	7.60615500655
184	7.60577831724
185	7.60540289207
186	7.6050287268
187	7.6046558172
188	7.60428415906
189	7.60391374818
190	7.60354458036
191	7.60317665145
192	7.60280995728
193	7.60244449371
194	7.6020802566
195	7.60171724185
196	7.60135544535
197	7.60099486301
198	7.60063549076
199	7.60027732453
200	7.59992036029
201	7.59956459399
202	7.59921002161
203	7.59885663916
204	7.59850444263
205	7.59815342804
206	7.59780359143
207	7.59745492885
208	7.59710743636
209	7.59676111002
210	7.59641594593
211	7.59607194018
212	7.5957290889
213	7.59538738819
214	7.59504683421
215	7.5947074231
216	7.59436915103
217	7.59403201417
218	7.59369600873
219	7.59336113089
220	7.59302737687
221	7.59269474291
222	7.59236322525
223	7.59203282013
224	7.59170352383
225	7.59137533262
226	7.5910482428
227	7.59072225067
228	7.59039735254
229	7.59007354474
230	7.58975082363
231	7.58942918553
232	7.58910862684
233	7.58878914391
234	7.58847073315
235	7.58815339094
236	7.58783711372
237	7.58752189789
238	7.58720773991
239	7.58689463622
240	7.58658258328
241	7.58627157757
242	7.58596161557
243	7.58565269378
244	7.58534480871
245	7.58503795688
246	7.58473213482
247	7.58442733907
248	7.5841235662
249	7.58382081277
250	7.58351907535
251	7.58321835054
252	7.58291863495
253	7.58261992517
254	7.58232221785
255	7.5820255096
256	7.58172979709
257	7.58143507697
258	7.58114134591
259	7.58084860058
260	7.58055683769
261	7.58026605393
262	7.57997624603
263	7.57968741069
264	7.57939954467
265	7.5791126447
266	7.57882670754
267	7.57854172997
268	7.57825770877
269	7.57797464072
270	7.57769252262
271	7.57741135129
272	7.57713112355
273	7.57685183624
274	7.57657348619
275	7.57629607026
276	7.57601958532
277	7.57574402825
278	7.57546939592
279	7.57519568524
280	7.57492289311
281	7.57465101645
282	7.57438005219
283	7.57410999727
284	7.57384084863
285	7.57357260323
286	7.57330525804
287	7.57303881005
288	7.57277325623
289	7.5725085936
290	7.57224481915
291	7.57198192991
292	7.5717199229
293	7.57145879517
294	7.57119854377
295	7.57093916575
296	7.57068065818
297	7.57042301815
298	7.57016624274
299	7.56991032905
300	7.56965527418
301	7.56940107526
302	7.56914772941
303	7.56889523377
304	7.56864358549
305	7.56839278172
306	7.56814281963
307	7.5678936964
308	7.5676454092
309	7.56739795524
310	7.56715133171
311	7.56690553583
312	7.56666056483
313	7.56641641593
314	7.56617308638
315	7.56593057342
316	7.56568887432
317	7.56544798634
318	7.56520790677
319	7.56496863288
320	7.56473016198
321	7.56449249137
322	7.56425561836
323	7.56401954029
324	7.56378425447
325	7.56354975825
326	7.56331604899
327	7.56308312404
328	7.56285098076
329	7.56261961655
330	7.56238902877
331	7.56215921483
332	7.56193017213
333	7.56170189807
334	7.56147439009
335	7.56124764561
336	7.56102166207
337	7.5607964369
338	7.56057196758
339	7.56034825156
340	7.56012528632
341	7.55990306933
342	7.55968159808
343	7.55946087008
344	7.55924088282
345	7.55902163382
346	7.55880312061
347	7.55858534071
348	7.55836829166
349	7.55815197101
350	7.55793637632
351	7.55772150515
352	7.55750735507
353	7.55729392367
354	7.55708120852
355	7.55686920723
356	7.5566579174
357	7.55644733664
358	7.55623746258
359	7.55602829283
360	7.55581982505
361	7.55561205687
362	7.55540498594
363	7.55519860993
364	7.5549929265
365	7.55478793332
366	7.55458362809
367	7.5543800085
368	7.55417707223
369	7.55397481701
370	7.55377324054
371	7.55357234054
372	7.55337211475
373	7.5531725609
374	7.55297367674
375	7.55277546002
376	7.5525779085
377	7.55238101995
378	7.55218479214
379	7.55198922286
380	7.55179430989
381	7.55160005104
382	7.55140644411
383	7.5512134869
384	7.55102117725
385	7.55082951297
386	7.55063849191
387	7.5504481119
388	7.55025837078
389	7.55006926643
390	7.54988079669
391	7.54969295945
392	7.54950575257
393	7.54931917395
394	7.54913322147
395	7.54894789303
396	7.54876318654
397	7.54857909992
398	7.54839563107
399	7.54821277793
400	7.54803053843
401	7.54784891052
402	7.54766789213
403	7.54748748123
404	7.54730767578
405	7.54712847373
406	7.54694987308
407	7.5467718718
408	7.54659446787
409	7.54641765931
410	7.54624144409
411	7.54606582025
412	7.54589078578
413	7.54571633871
414	7.54554247708
415	7.54536919892
416	7.54519650226
417	7.54502438516
418	7.54485284567
419	7.54468188186
420	7.54451149178
421	7.54434167353
422	7.54417242517
423	7.54400374479
424	7.5438356305
425	7.54366808038
426	7.54350109255
427	7.54333466512
428	7.54316879621
429	7.54300348394
430	7.54283872644
431	7.54267452186
432	7.54251086834
433	7.54234776403
434	7.54218520708
435	7.54202319567
436	7.54186172795
437	7.5417008021
438	7.54154041631
439	7.54138056876
440	7.54122125765
441	7.54106248118
442	7.54090423754
443	7.54074652497
444	7.54058934166
445	7.54043268585
446	7.54027655576
447	7.54012094963
448	7.53996586571
449	7.53981130224
450	7.53965725747
451	7.53950372966
452	7.53935071708
453	7.539198218
454	7.5390462307
455	7.53889475345
456	7.53874378455
457	7.53859332229
458	7.53844336497
459	7.5382939109
460	7.53814495838
461	7.53799650574
462	7.53784855129
463	7.53770109337
464	7.53755413031
465	7.53740766044
466	7.53726168211
467	7.53711619368
468	7.53697119349
469	7.53682667992
470	7.53668265132
471	7.53653910607
472	7.53639604255
473	7.53625345913
474	7.53611135422
475	7.5359697262
476	7.53582857348
477	7.53568789445
478	7.53554768753
479	7.53540795113
480	7.53526868368
481	7.5351298836
482	7.53499154933
483	7.53485367929
484	7.53471627194
485	7.53457932571
486	7.53444283906
487	7.53430681046
488	7.53417123835
489	7.53403612122
490	7.53390145753
491	7.53376724576
492	7.53363348439
493	7.53350017192
494	7.53336730684
495	7.53323488764
496	7.53310291283
497	7.53297138091
498	7.53284029041
499	7.53270963984
500	7.53257942772
501	7.53244965259
502	7.53232031296
503	7.5321914074
504	7.53206293443
505	7.53193489261
506	7.53180728048
507	7.53168009662
508	7.53155333957
509	7.53142700791
510	7.53130110021
511	7.53117561504
512	7.531050551
513	7.53092590666
514	7.53080168062
515	7.53067787147
516	7.53055447781
517	7.53043149826
518	7.53030893141
519	7.53018677589
520	7.53006503032
521	7.52994369331
522	7.52982276351
523	7.52970223953
524	7.52958212002
525	7.52946240363
526	7.529343089
527	7.52922417477
528	7.52910565961
529	7.52898754219
530	7.52886982115
531	7.52875249518
532	7.52863556294
533	7.52851902312
534	7.5284028744
535	7.52828711547
536	7.52817174502
537	7.52805676174
538	7.52794216433
539	7.52782795151
540	7.52771412197
541	7.52760067444
542	7.52748760763
543	7.52737492026
544	7.52726261107
545	7.52715067877
546	7.52703912211
547	7.52692793983
548	7.52681713067
549	7.52670669337
550	7.5265966267
551	7.5264869294
552	7.52637760023
553	7.52626863797
554	7.52616004137
555	7.52605180922
556	7.52594394029
557	7.52583643335
558	7.52572928721
559	7.52562250063
560	7.52551607243
561	7.52541000138
562	7.52530428631
563	7.52519892601
564	7.52509391929
565	7.52498926496
566	7.52488496185
567	7.52478100877
568	7.52467740454
569	7.52457414801
570	7.524471238
571	7.52436867334
572	7.52426645289
573	7.52416457548
574	7.52406303996
575	7.52396184519
576	7.52386099002
577	7.52376047331
578	7.52366029393
579	7.52356045075
580	7.52346094263
581	7.52336176845
582	7.52326292709
583	7.52316441744
584	7.52306623838
585	7.5229683888
586	7.52287086759
587	7.52277367366
588	7.52267680591
589	7.52258026324
590	7.52248404455
591	7.52238814877
592	7.52229257481
593	7.52219732159
594	7.52210238803
595	7.52200777306
596	7.52191347561
597	7.52181949462
598	7.52172582902
599	7.52163247775
600	7.52153943977
601	7.52144671401
602	7.52135429943
603	7.52126219499
604	7.52117039965
605	7.52107891236
606	7.5209877321
607	7.52089685783
608	7.52080628853
609	7.52071602318
610	7.52062606074
611	7.52053640022
612	7.52044704059
613	7.52035798084
614	7.52026921997
615	7.52018075698
616	7.52009259086
617	7.52000472062
618	7.51991714527
619	7.51982986381
620	7.51974287526
621	7.51965617864
622	7.51956977297
623	7.51948365727
624	7.51939783056
625	7.51931229189
626	7.51922704027
627	7.51914207476
628	7.51905739438
629	7.51897299818
630	7.51888888521
631	7.51880505452
632	7.51872150516
633	7.51863823618
634	7.51855524664
635	7.51847253562
636	7.51839010216
637	7.51830794535
638	7.51822606425
639	7.51814445793
640	7.51806312548
641	7.51798206598
642	7.5179012785
643	7.51782076214
644	7.51774051599
645	7.51766053914
646	7.51758083068
647	7.51750138972
648	7.51742221536
649	7.51734330671
650	7.51726466286
651	7.51718628294
652	7.51710816605
653	7.51703031132
654	7.51695271786
655	7.5168753848
656	7.51679831126
657	7.51672149638
658	7.51664493929
659	7.51656863911
660	7.51649259499
661	7.51641680607
662	7.51634127149
663	7.5162659904
664	7.51619096194
665	7.51611618528
666	7.51604165956
667	7.51596738395
668	7.5158933576
669	7.51581957967
670	7.51574604934
671	7.51567276577
672	7.51559972813
673	7.51552693561
674	7.51545438737
675	7.51538208259
676	7.51531002047
677	7.51523820018
678	7.51516662091
679	7.51509528186
680	7.51502418222
681	7.51495332118
682	7.51488269795
683	7.51481231173
684	7.51474216171
685	7.51467224711
686	7.51460256714
687	7.51453312102
688	7.51446390794
689	7.51439492714
690	7.51432617784
691	7.51425765925
692	7.51418937061
693	7.51412131114
694	7.51405348007
695	7.51398587664
696	7.51391850008
697	7.51385134963
698	7.51378442453
699	7.51371772403
700	7.51365124737
701	7.5135849938
702	7.51351896257
703	7.51345315294
704	7.51338756416
705	7.51332219549
706	7.51325704619
707	7.51319211553
708	7.51312740278
709	7.51306290719
710	7.51299862805
711	7.51293456462
712	7.51287071618
713	7.51280708202
714	7.5127436614
715	7.51268045362
716	7.51261745797
717	7.51255467372
718	7.51249210017
719	7.51242973661
720	7.51236758234
721	7.51230563665
722	7.51224389885
723	7.51218236824
724	7.51212104412
725	7.5120599258
726	7.51199901258
727	7.51193830379
728	7.51187779873
729	7.51181749673
730	7.51175739709
731	7.51169749914
732	7.5116378022
733	7.5115783056
734	7.51151900867
735	7.51145991074
736	7.51140101113
737	7.51134230919
738	7.51128380424
739	7.51122549563
740	7.51116738271
741	7.5111094648
742	7.51105174127
743	7.51099421145
744	7.51093687469
745	7.51087973035
746	7.51082277779
747	7.51076601635
748	7.5107094454
749	7.5106530643
750	7.51059687241
751	7.5105408691
752	7.51048505373
753	7.51042942567
754	7.51037398429
755	7.51031872897
756	7.51026365909
757	7.51020877401
758	7.51015407313
759	7.51009955581
760	7.51004522146
761	7.50999106944
762	7.50993709916
763	7.50988330999
764	7.50982970134
765	7.5097762726
766	7.50972302315
767	7.50966995241
768	7.50961705977
769	7.50956434464
770	7.50951180641
771	7.50945944449
772	7.5094072583
773	7.50935524724
774	7.50930341073
775	7.50925174818
776	7.509200259
777	7.50914894262
778	7.50909779845
779	7.50904682591
780	7.50899602444
781	7.50894539345
782	7.50889493238
783	7.50884464065
784	7.50879451769
785	7.50874456295
786	7.50869477585
787	7.50864515583
788	7.50859570233
789	7.50854641479
790	7.50849729266
791	7.50844833538
792	7.5083995424
793	7.50835091316
794	7.50830244711
795	7.50825414372
796	7.50820600243
797	7.5081580227
798	7.50811020398
799	7.50806254574
800	7.50801504744
801	7.50796770854
802	7.5079205285
803	7.5078735068
804	7.5078266429
805	7.50777993627
806	7.50773338638
807	7.50768699271
808	7.50764075474
809	7.50759467193
810	7.50754874378
811	7.50750296976
812	7.50745734935
813	7.50741188204
814	7.50736656732
815	7.50732140467
816	7.50727639358
817	7.50723153355
818	7.50718682406
819	7.50714226461
820	7.50709785471
821	7.50705359383
822	7.5070094815
823	7.5069655172
824	7.50692170045
825	7.50687803074
826	7.50683450758
827	7.50679113048
828	7.50674789895
829	7.50670481251
830	7.50666187066
831	7.50661907291
832	7.5065764188
833	7.50653390783
834	7.50649153952
835	7.5064493134
836	7.50640722898
837	7.5063652858
838	7.50632348338
839	7.50628182124
840	7.50624029891
841	7.50619891594
842	7.50615767184
843	7.50611656615
844	7.50607559841
845	7.50603476816
846	7.50599407492
847	7.50595351826
848	7.50591309769
849	7.50587281278
850	7.50583266306
851	7.50579264807
852	7.50575276738
853	7.50571302052
854	7.50567340705
855	7.50563392652
856	7.50559457848
857	7.5055553625
858	7.50551627811
859	7.5054773249
860	7.5054385024
861	7.50539981019
862	7.50536124783
863	7.50532281489
864	7.50528451092
865	7.50524633549
866	7.50520828818
867	7.50517036856
868	7.50513257618
869	7.50509491064
870	7.5050573715
871	7.50501995834
872	7.50498267074
873	7.50494550826
874	7.50490847051
875	7.50487155705
876	7.50483476747
877	7.50479810135
878	7.50476155828
879	7.50472513784
880	7.50468883963
881	7.50465266324
882	7.50461660825
883	7.50458067426
884	7.50454486085
885	7.50450916764
886	7.50447359421
887	7.50443814016
888	7.5044028051
889	7.50436758861
890	7.50433249031
891	7.5042975098
892	7.50426264667
893	7.50422790055
894	7.50419327103
895	7.50415875773
896	7.50412436025
897	7.5040900782
898	7.50405591121
899	7.50402185887
900	7.50398792081
901	7.50395409665
902	7.503920386
903	7.50388678847
904	7.5038533037
905	7.5038199313
906	7.5037866709
907	7.50375352212
908	7.50372048458
909	7.50368755791
910	7.50365474174
911	7.5036220357
912	7.50358943942
913	7.50355695253
914	7.50352457466
915	7.50349230545
916	7.50346014454
917	7.50342809155
918	7.50339614613
919	7.50336430792
920	7.50333257655
921	7.50330095168
922	7.50326943293
923	7.50323801996
924	7.5032067124
925	7.50317550992
926	7.50314441214
927	7.50311341873
928	7.50308252933
929	7.50305174359
930	7.50302106117
931	7.50299048172
932	7.50296000488
933	7.50292963033
934	7.50289935771
935	7.50286918668
936	7.50283911691
937	7.50280914804
938	7.50277927975
939	7.5027495117
940	7.50271984354
941	7.50269027495
942	7.50266080559
943	7.50263143513
944	7.50260216323
945	7.50257298956
946	7.5025439138
947	7.50251493562
948	7.50248605468
949	7.50245727067
950	7.50242858325
951	7.50239999211
952	7.50237149692
953	7.50234309735
954	7.50231479309
955	7.50228658382
956	7.50225846922
957	7.50223044896
958	7.50220252274
959	7.50217469024
960	7.50214695114
961	7.50211930514
962	7.50209175191
963	7.50206429115
964	7.50203692254
965	7.50200964578
966	7.50198246056
967	7.50195536657
968	7.50192836351
969	7.50190145107
970	7.50187462894
971	7.50184789683
972	7.50182125442
973	7.50179470143
974	7.50176823755
975	7.50174186248
976	7.50171557592
977	7.50168937757
978	7.50166326715
979	7.50163724435
980	7.50161130888
981	7.50158546045
982	7.50155969876
983	7.50153402353
984	7.50150843446
985	7.50148293127
986	7.50145751367
987	7.50143218136
988	7.50140693407
989	7.5013817715
990	7.50135669338
991	7.50133169942
992	7.50130678934
993	7.50128196285
994	7.50125721968
995	7.50123255955
996	7.50120798217
997	7.50118348728
998	7.50115907458
999	7.50113474382
1000	7.5011104947
1001	7.50108632697
1002	7.50106224033
1003	7.50103823454
1004	7.5010143093
1005	7.50099046435
1006	7.50096669943
1007	7.50094301426
1008	7.50091940858
1009	7.50089588211
1010	7.5008724346
1011	7.50084906578
1012	7.50082577538
1013	7.50080256314
1014	7.5007794288
1015	7.50075637209
1016	7.50073339277
1017	7.50071049056
1018	7.5006876652
1019	7.50066491645
1020	7.50064224404
1021	7.50061964772
1022	7.50059712723
1023	7.50057468232
1024	7.50055231273
1025	7.50053001821
1026	7.50050779851
1027	7.50048565338
1028	7.50046358256
1029	7.50044158582
1030	7.50041966289
1031	7.50039781353
1032	7.5003760375
1033	7.50035433455
1034	7.50033270443
1035	7.5003111469
1036	7.50028966172
1037	7.50026824864
1038	7.50024690741
1039	7.50022563781
1040	7.50020443959
1041	7.50018331251
1042	7.50016225633
1043	7.50014127081
1044	7.50012035572
1045	7.50009951081
1046	7.50007873586
1047	7.50005803063
1048	7.50003739489
1049	7.5000168284
1050	7.49999633092
1051	7.49997590224
1052	7.49995554211
1053	7.49993525031
1054	7.4999150266
1055	7.49989487077
1056	7.49987478258
1057	7.4998547618
1058	7.49983480821
1059	7.49981492158
1060	7.49979510169
1061	7.49977534832
1062	7.49975566124
1063	7.49973604022
1064	7.49971648505
1065	7.49969699551
1066	7.49967757137
1067	7.49965821242
1068	7.49963891843
1069	7.4996196892
1070	7.49960052449
1071	7.49958142411
1072	7.49956238782
1073	7.49954341541
1074	7.49952450668
1075	7.4995056614
1076	7.49948687937
1077	7.49946816036
1078	7.49944950418
1079	7.4994309106
1080	7.49941237943
1081	7.49939391044
1082	7.49937550343
1083	7.4993571582
1084	7.49933887453
1085	7.49932065222
1086	7.49930249106
1087	7.49928439085
1088	7.49926635138
1089	7.49924837245
1090	7.49923045386
1091	7.4992125954
1092	7.49919479688
1093	7.49917705808
1094	7.49915937881
1095	7.49914175888
1096	7.49912419807
1097	7.4991066962
1098	7.49908925306
1099	7.49907186846
1100	7.49905454221
1101	7.49903727409
1102	7.49902006393
1103	7.49900291153
1104	7.49898581668
1105	7.49896877921
1106	7.49895179891
1107	7.4989348756
1108	7.49891800908
1109	7.49890119916
1110	7.49888444565
1111	7.49886774837
1112	7.49885110713
1113	7.49883452173
1114	7.49881799199
1115	7.49880151772
1116	7.49878509874
1117	7.49876873486
1118	7.4987524259
1119	7.49873617166
1120	7.49871997198
1121	7.49870382666
1122	7.49868773552
1123	7.49867169839
1124	7.49865571507
1125	7.49863978539
1126	7.49862390917
1127	7.49860808623
1128	7.49859231639
1129	7.49857659948
1130	7.4985609353
1131	7.4985453237
1132	7.49852976449
1133	7.49851425749
1134	7.49849880253
1135	7.49848339944
1136	7.49846804804
1137	7.49845274816
1138	7.49843749962
1139	7.49842230226
1140	7.4984071559
1141	7.49839206037
1142	7.49837701549
1143	7.49836202111
1144	7.49834707705
1145	7.49833218314
1146	7.49831733921
1147	7.49830254509
1148	7.49828780063
1149	7.49827310564
1150	7.49825845997
1151	7.49824386345
1152	7.49822931592
1153	7.49821481721
1154	7.49820036715
1155	7.49818596558
1156	7.49817161235
1157	7.49815730728
1158	7.49814305023
1159	7.49812884101
1160	7.49811467948
1161	7.49810056548
1162	7.49808649884
1163	7.49807247941
1164	7.49805850703
1165	7.49804458154
1166	7.49803070278
1167	7.4980168706
1168	7.49800308483
1169	7.49798934533
1170	7.49797565194
1171	7.49796200451
1172	7.49794840287
1173	7.49793484688
1174	7.49792133638
1175	7.49790787122
1176	7.49789445125
1177	7.49788107632
1178	7.49786774627
1179	7.49785446096
1180	7.49784122023
1181	7.49782802393
1182	7.49781487193
1183	7.49780176406
1184	7.49778870017
1185	7.49777568013
1186	7.49776270379
1187	7.49774977099
1188	7.49773688159
1189	7.49772403545
1190	7.49771123242
1191	7.49769847235
1192	7.49768575511
1193	7.49767308055
1194	7.49766044852
1195	7.49764785888
1196	7.49763531149
1197	7.49762280621
1198	7.4976103429
1199	7.49759792141
1200	7.49758554161
1201	7.49757320336
1202	7.49756090651
1203	7.49754865093
1204	7.49753643647
1205	7.49752426301
1206	7.4975121304
1207	7.49750003851
1208	7.4974879872
1209	7.49747597632
1210	7.49746400576
1211	7.49745207537
1212	7.49744018502
1213	7.49742833457
1214	7.49741652389
1215	7.49740475284
1216	7.4973930213
1217	7.49738132913
1218	7.4973696762
1219	7.49735806237
1220	7.49734648752
1221	7.49733495151
1222	7.49732345422
1223	7.49731199551
1224	7.49730057525
1225	7.49728919332
1226	7.49727784959
1227	7.49726654393
1228	7.4972552762
1229	7.49724404629
1230	7.49723285407
1231	7.49722169941
1232	7.49721058218
1233	7.49719950226
1234	7.49718845952
1235	7.49717745385
1236	7.4971664851
1237	7.49715555317
1238	7.49714465792
1239	7.49713379924
1240	7.497122977
1241	7.49711219108
1242	7.49710144135
1243	7.4970907277
1244	7.49708005
1245	7.49706940814
1246	7.49705880199
1247	7.49704823143
1248	7.49703769635
1249	7.49702719662
1250	7.49701673213
1251	7.49700630276
1252	7.49699590839
1253	7.4969855489
1254	7.49697522417
1255	7.4969649341
1256	7.49695467855
1257	7.49694445743
1258	7.4969342706
1259	7.49692411796
1260	7.4969139994
1261	7.49690391479
1262	7.49689386402
1263	7.49688384698
1264	7.49687386356
1265	7.49686391365
1266	7.49685399712
1267	7.49684411387
1268	7.4968342638
1269	7.49682444677
1270	7.49681466269
1271	7.49680491145
1272	7.49679519293
1273	7.49678550703
1274	7.49677585363
1275	7.49676623263
1276	7.49675664391
1277	7.49674708737
1278	7.49673756291
1279	7.49672807041
1280	7.49671860976
1281	7.49670918086
1282	7.49669978361
1283	7.49669041789
1284	7.49668108361
1285	7.49667178064
1286	7.4966625089
1287	7.49665326828
1288	7.49664405866
1289	7.49663487995
1290	7.49662573205
1291	7.49661661484
1292	7.49660752823
1293	7.49659847212
1294	7.49658944639
1295	7.49658045096
1296	7.49657148571
1297	7.49656255055
1298	7.49655364538
1299	7.49654477009
1300	7.49653592459
1301	7.49652710877
1302	7.49651832254
1303	7.49650956579
1304	7.49650083843
1305	7.49649214036
1306	7.49648347147
1307	7.49647483168
1308	7.49646622089
1309	7.49645763899
1310	7.49644908589
1311	7.4964405615
1312	7.49643206571
1313	7.49642359843
1314	7.49641515957
1315	7.49640674903
1316	7.49639836672
1317	7.49639001253
1318	7.49638168638
1319	7.49637338818
1320	7.49636511782
1321	7.49635687521
1322	7.49634866027
1323	7.4963404729
1324	7.496332313
1325	7.49632418049
1326	7.49631607527
1327	7.49630799724
1328	7.49629994633
1329	7.49629192244
1330	7.49628392547
1331	7.49627595535
1332	7.49626801196
1333	7.49626009524
1334	7.49625220508
1335	7.49624434141
1336	7.49623650412
1337	7.49622869313
1338	7.49622090836
1339	7.49621314971
1340	7.4962054171
1341	7.49619771044
1342	7.49619002965
1343	7.49618237462
1344	7.49617474529
1345	7.49616714156
1346	7.49615956335
1347	7.49615201058
1348	7.49614448314
1349	7.49613698097
1350	7.49612950398
1351	7.49612205208
1352	7.49611462519
1353	7.49610722322
1354	7.49609984609
1355	7.49609249372
1356	7.49608516602
1357	7.49607786291
1358	7.49607058431
1359	7.49606333014
1360	7.49605610031
1361	7.49604889475
1362	7.49604171337
1363	7.49603455608
1364	7.49602742282
1365	7.4960203135
1366	7.49601322803
1367	7.49600616634
1368	7.49599912835
1369	7.49599211398
1370	7.49598512315
1371	7.49597815578
1372	7.49597121179
1373	7.49596429111
1374	7.49595739365
1375	7.49595051934
1376	7.4959436681
1377	7.49593683985
1378	7.49593003451
1379	7.49592325201
1380	7.49591649228
1381	7.49590975523
1382	7.49590304079
1383	7.49589634888
1384	7.49588967943
1385	7.49588303236
1386	7.4958764076
1387	7.49586980507
1388	7.4958632247
1389	7.49585666641
1390	7.49585013013
1391	7.49584361579
1392	7.49583712331
1393	7.49583065261
1394	7.49582420364
1395	7.4958177763
1396	7.49581137053
1397	7.49580498626
1398	7.49579862342
1399	7.49579228193
1400	7.49578596172
1401	7.49577966272
1402	7.49577338486
1403	7.49576712807
1404	7.49576089227
1405	7.49575467741
1406	7.49574848339
1407	7.49574231017
1408	7.49573615766
1409	7.4957300258
1410	7.49572391452
1411	7.49571782375
1412	7.49571175341
1413	7.49570570345
1414	7.49569967379
1415	7.49569366437
1416	7.49568767511
1417	7.49568170596
1418	7.49567575683
1419	7.49566982767
1420	7.49566391841
1421	7.49565802898
1422	7.49565215931
1423	7.49564630934
1424	7.49564047901
1425	7.49563466824
1426	7.49562887697
1427	7.49562310513
1428	7.49561735267
1429	7.49561161951
1430	7.49560590559
1431	7.49560021085
1432	7.49559453521
1433	7.49558887863
1434	7.49558324102
1435	7.49557762234
1436	7.49557202251
1437	7.49556644148
1438	7.49556087917
1439	7.49555533553
1440	7.4955498105
1441	7.49554430401
1442	7.49553881599
1443	7.4955333464
1444	7.49552789515
1445	7.49552246221
1446	7.49551704749
1447	7.49551165095
1448	7.49550627252
1449	7.49550091213
1450	7.49549556974
1451	7.49549024528
1452	7.49548493868
1453	7.49547964989
1454	7.49547437885
1455	7.4954691255
1456	7.49546388978
1457	7.49545867163
1458	7.49545347099
1459	7.49544828781
1460	7.49544312202
1461	7.49543797356
1462	7.49543284239
1463	7.49542772843
1464	7.49542263163
1465	7.49541755194
1466	7.4954124893
1467	7.49540744365
1468	7.49540241493
1469	7.49539740308
1470	7.49539240806
1471	7.49538742979
1472	7.49538246824
1473	7.49537752333
1474	7.49537259502
1475	7.49536768325
1476	7.49536278796
1477	7.4953579091
1478	7.49535304662
1479	7.49534820045
1480	7.49534337055
1481	7.49533855685
1482	7.49533375931
1483	7.49532897787
1484	7.49532421247
1485	7.49531946307
1486	7.4953147296
1487	7.49531001202
1488	7.49530531028
1489	7.49530062431
1490	7.49529595407
1491	7.4952912995
1492	7.49528666055
1493	7.49528203716
1494	7.4952774293
1495	7.4952728369
1496	7.49526825991
1497	7.49526369828
1498	7.49525915195
