0	0.1088	0.1166
1	0.390717406801	0.1626
2	0.407834087723	0.6144
3	0.474952561438	0.8834
4	0.426367239592	0.2188
5	0.457980681259	0.8834
6	0.442277186109	0.3756
7	0.436000709541	0.4042
8	0.483644231913	0.2282
9	0.472347454378	0.78
10	0.475388143205	0.2282
11	0.449075988459	0.4072
12	0.479893964218	0.8834
13	0.477953879882	0.1248
14	0.468074196527	0.7384
15	0.476431470991	0.1248
16	0.480093145664	0.8834
17	0.46938363131	0.3072
18	0.466000092124	0.5428
19	0.488016028642	0.8546
20	0.464036910249	0.359
21	0.469790456834	0.5462
22	0.491008252192	0.2282
23	0.485777235525	0.8088
24	0.487210273923	0.7384
25	0.477891488734	0.2398
26	0.489329909003	0.3662
27	0.49062721453	0.8546
28	0.488909610706	0.3116
29	0.490169010198	0.4346
30	0.492722688727	0.8834
31	0.483770854633	0.5676
32	0.477557801389	0.2154
33	0.485886411673	0.7384
34	0.488651257689	0.1782
35	0.491266228779	0.6358
36	0.494128313633	0.2282
37	0.491150089766	0.8088
38	0.492750216249	0.2746
39	0.487679797884	0.6854
40	0.492291758361	0.133
41	0.493535728493	0.6892
42	0.494462200329	0.394
43	0.494225219993	0.8546
44	0.493157575438	0.1942
45	0.494469181053	0.6584
46	0.494937628864	0.4762
47	0.487856652298	0.359
48	0.491443345648	0.6242
49	0.494238893131	0.2282
50	0.492652027098	0.8546
51	0.494475820629	0.2932
52	0.492634280131	0.7384
53	0.491202184357	0.1226
54	0.494941073169	0.7578
55	0.490722564558	0.5676
56	0.490943280976	0.2174
57	0.494531112965	0.8834
58	0.494065537461	0.1684
59	0.495768062209	0.6298
60	0.498571924924	0.1248
61	0.497370558721	0.8616
62	0.495037404726	0.5384
63	0.496357711504	0.3262
64	0.498512959393	0.8616
65	0.497550871467	0.1248
66	0.497625107155	0.8616
67	0.497202535371	0.222
68	0.497299553756	0.5828
69	0.495511531857	0.3678
70	0.495627244708	0.8088
71	0.497101663895	0.1248
72	0.497705727409	0.8616
73	0.497242142255	0.3436
74	0.494651529195	0.7896
75	0.495023241582	0.1248
76	0.497065200907	0.6216
77	0.498792306401	0.8616
78	0.494439773587	0.6144
79	0.493730524451	0.3836
80	0.49726972601	0.3006
81	0.494680712369	0.7248
82	0.495452940787	0.1248
83	0.496233706602	0.8546
